,TARGET,DAYS_BIRTH,DAYS_EMPLOYED,REGION_RATING_CLIENT_W_CITY,REGION_RATING_CLIENT,NAME_INCOME_TYPE_Working,DAYS_LAST_PHONE_CHANGE,CODE_GENDER_M,DAYS_ID_PUBLISH,REG_CITY_NOT_WORK_CITY,NAME_EDUCATION_TYPE_Secondary / secondary special,FLAG_EMP_PHONE,REG_CITY_NOT_LIVE_CITY,FLAG_DOCUMENT_3,OCCUPATION_TYPE_Laborers,DAYS_REGISTRATION,EXT_SOURCE_3,EXT_SOURCE_2,EXT_SOURCE_1,NAME_EDUCATION_TYPE_Higher education,CODE_GENDER_F,NAME_INCOME_TYPE_Pensioner,ORGANIZATION_TYPE_XNA,FLOORSMAX_AVG,FLOORSMAX_MEDI,FLOORSMAX_MODE,EMERGENCYSTATE_MODE_No,HOUSETYPE_MODE_block of flats,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,ELEVATORS_AVG,ELEVATORS_MEDI
124,0,-16282,-4375.0,2,2,1,-1782.0,0,-1494,0,1,1,0,1,1,-762.0,0.7394117535524816,0.7464864055627681,0.6470448716896019,0,1,0,0,0.1667,0.1667,0.1667,1,1,198000.0,0.01885,0.0,0.0
125,0,-22959,,2,2,0,-909.0,1,-4047,0,1,0,0,1,0,-1730.0,0.7557400501752248,0.2823264042190451,,0,0,1,1,,,,0,0,270000.0,0.00733,,
126,0,-16142,-2832.0,2,2,1,-1198.0,0,-3970,0,1,1,0,1,1,-3440.0,0.7380196196295241,0.4109070009841619,0.6846964453639659,0,1,0,0,0.1667,0.1667,0.1667,1,1,463500.0,0.003813,0.0,0.0
127,0,-16340,-8647.0,2,2,0,-2415.0,0,-4259,0,1,1,0,1,0,-4182.0,0.2115507642052577,0.6605593694772599,0.6177157988717764,0,1,0,0,0.125,0.125,0.125,1,1,675000.0,0.008575,0.0,0.0
128,0,-9203,-481.0,2,2,1,-395.0,1,-1639,0,1,1,0,1,0,-1642.0,0.0920128093981064,0.1644631394414229,0.0531827887508412,0,0,0,0,,,,0,0,445500.0,0.030755,,
129,0,-16522,-1451.0,2,2,0,-398.0,1,-66,0,0,1,0,1,0,-4101.0,0.7295666907060153,0.6952191372191353,,1,0,0,0,0.3333,0.3333,0.3333,1,1,144000.0,0.019101,0.04,0.04
130,0,-16083,-2764.0,2,2,1,-1761.0,0,-4654,0,1,1,0,1,0,-7358.0,0.7490217048463391,0.1654420733377721,,0,1,0,0,0.3333,0.3333,0.3333,1,1,166500.0,0.010032,0.08,0.08
131,0,-18413,-1895.0,2,2,1,-1192.0,1,-1947,0,1,1,0,1,0,-10826.0,0.3539876078507373,0.6680204349150283,,0,0,0,0,,,,0,0,967500.0,0.031329,,
132,0,-12157,-2995.0,2,2,1,-329.0,1,-267,0,1,1,0,0,0,-4055.0,0.7380196196295241,0.4949615763457107,0.1273929466752516,0,0,0,0,,,,0,0,180000.0,0.030755,,
133,0,-11944,-2899.0,2,2,1,-524.0,1,-2722,1,1,1,0,1,1,-5812.0,0.5656079814115492,0.2820783472350259,,0,0,0,0,,,,0,0,675000.0,0.015221,,
134,0,-14235,-5411.0,3,3,0,-2703.0,0,-5376,0,1,1,0,1,0,-2248.0,0.746300213050371,0.5978227034457954,,0,1,0,0,0.125,0.125,0.125,1,1,945000.0,0.018209,0.0,0.0
135,0,-16086,-1549.0,2,2,1,0.0,1,-4584,0,1,1,0,0,0,-3174.0,0.6690566947824041,0.147684817245518,0.8678716871178579,0,0,0,0,,,,0,0,1755000.0,0.0145199999999999,,
136,0,-12348,-1821.0,2,2,0,-2041.0,1,-4800,0,0,1,0,1,0,-1909.0,,0.6837025341222017,,0,0,0,0,0.375,0.375,0.375,1,1,477000.0,0.0228,0.1332,0.12
137,0,-14645,-4027.0,2,2,0,-700.0,0,-1969,0,1,1,0,1,0,-7154.0,0.7898803468924867,0.5712502464772474,0.5458589248298449,0,1,0,0,,,,0,0,1354500.0,0.0038179999999999,,
138,1,-16667,-200.0,2,2,1,-106.0,1,-114,1,0,1,1,0,0,-5239.0,0.2896112383820055,0.6319612327366237,0.3203218651732389,1,0,0,0,,,,0,0,675000.0,0.035792,,
139,0,-16219,-2599.0,2,2,0,-306.0,0,-4325,1,1,1,0,1,0,-9329.0,0.3170317785834444,0.2653117484731741,,0,1,0,0,,,,0,0,306000.0,0.00712,,
140,0,-21061,,3,3,0,-1594.0,0,-4488,0,1,0,0,1,0,-5439.0,0.2327247762679433,0.5982432424547262,0.5935670746654023,0,1,1,1,0.1667,0.1667,0.1667,1,1,472500.0,0.020246,0.0,0.0
141,0,-19718,-5717.0,3,3,1,-1691.0,0,-3200,0,0,1,0,1,0,-8940.0,0.0950703958413326,0.3909932576851988,0.6569383528999653,1,1,0,0,,,,0,0,454500.0,0.018209,,
142,0,-16097,-2630.0,3,3,0,-845.0,0,-3852,0,0,1,0,0,0,-110.0,0.3280631605201915,0.6220298665860468,,1,1,0,0,,,,0,0,387000.0,0.0105,,
143,0,-21961,,2,2,0,-396.0,0,-4379,0,1,0,0,1,0,-8887.0,0.8128226070575616,0.6466885821859959,0.5311064035337159,0,1,1,1,0.1667,0.1667,0.1667,1,1,1129500.0,0.01885,0.0,0.0
144,0,-14359,-1894.0,2,2,1,-160.0,0,-4480,1,1,1,0,1,0,-2908.0,0.1566398270314114,0.5248175794365513,,0,1,0,0,,,,0,0,135000.0,0.025164,,
145,0,-15127,-1039.0,2,2,0,-1914.0,0,-652,1,1,1,0,1,0,-4221.0,0.1614630800057724,0.5513078693516321,,0,1,0,0,0.0417,0.0417,0.0417,1,1,427500.0,0.026392,0.0,0.0
146,0,-11633,-2596.0,2,2,1,-1166.0,0,-3851,0,0,1,0,1,0,-5430.0,0.4525335592581747,0.6363951652298555,0.7239404653083322,1,1,0,0,,,,1,0,675000.0,0.02461,,
147,0,-14597,-1997.0,1,1,1,-307.0,0,-3681,0,0,1,0,0,0,-8491.0,0.5656079814115492,0.7047931325938472,,0,1,0,0,0.3333,0.3333,0.3333,1,0,225000.0,0.032561,0.04,0.04
148,0,-16296,-266.0,2,2,1,-1683.0,0,-4568,0,1,1,0,1,0,-164.0,0.3296550543128238,0.7636485619996934,0.5803669462489124,0,1,0,0,,,,0,0,1080000.0,0.010147,,
149,0,-17682,-4319.0,2,2,1,-131.0,0,-1211,0,1,1,0,1,1,-2630.0,0.816092360478441,0.5852908069048889,,0,1,0,0,0.3333,0.3333,0.3333,1,1,900000.0,0.010006,0.08,0.08
150,0,-14311,-334.0,2,2,1,-328.0,1,-4248,1,1,1,0,1,0,-8401.0,0.5954562029091491,0.6036550365741279,0.3193565368929654,0,0,0,0,,,,0,0,297000.0,0.010643,,
151,0,-19286,-1485.0,2,2,1,-2085.0,0,-2835,0,0,1,0,1,0,-7887.0,0.4170996682522097,0.7651254360605889,0.7233712633792718,1,1,0,0,,,,0,0,679500.0,0.0088659999999999,,
152,0,-11375,-2311.0,2,2,0,-1792.0,0,-2009,0,0,1,0,0,0,-180.0,0.6738300778602003,0.6161564242321512,0.6748315126672113,1,1,0,0,0.9167,0.9167,0.9167,1,1,675000.0,0.031329,0.6,0.6
153,0,-15581,-4940.0,2,3,0,-1020.0,0,-5239,1,0,1,0,1,0,-9520.0,0.6754132910917112,0.5098519541101603,0.7290899091709767,1,1,0,0,0.1667,0.1667,0.1667,1,1,1125000.0,0.020713,0.0,0.0
154,1,-17538,-7676.0,2,2,1,-216.0,0,-1082,0,1,1,0,1,0,-774.0,0.4436153084085652,0.182171374180396,,0,1,0,0,0.1667,0.1667,0.1667,1,1,166500.0,0.022625,0.0,0.0
155,0,-13558,-4758.0,3,3,1,-1933.0,0,-4360,0,1,1,0,0,0,-6426.0,0.4206109640437848,0.7518692268821991,0.4643561769338667,0,1,0,0,0.1667,0.1667,0.1667,1,1,135000.0,0.020246,0.0,0.0
156,0,-24729,,2,2,0,-1183.0,0,-4523,0,1,0,0,0,0,-4047.0,0.7958031328748403,0.60043294901342,,0,1,1,1,0.0833,0.0833,0.0833,1,1,225000.0,0.018634,0.0,0.0
157,0,-20215,,2,3,0,-1792.0,1,-3558,0,1,0,0,1,0,-3508.0,0.7713615919194317,0.557347622511613,,0,0,1,1,0.1667,0.1667,0.1667,1,1,148500.0,0.018029,0.0,0.0
158,0,-21861,,2,2,0,-2025.0,0,-4830,0,1,0,0,1,0,-830.0,0.5190973382084597,0.6413041903506802,,0,1,1,1,,,,0,0,225000.0,0.00702,,
159,0,-15323,-5785.0,2,2,1,-573.0,0,-3602,1,0,1,0,1,0,-5368.0,0.5460231970049609,0.7024628947445616,0.7280918134588762,1,1,0,0,,,,0,0,1125000.0,0.002506,,
160,0,-16807,-1094.0,2,3,1,-581.0,0,-339,1,0,1,0,1,0,-8184.0,,0.0102716488262289,,0,1,0,0,0.0417,0.0417,0.0417,1,1,189000.0,0.020713,0.0,0.0
161,0,-13972,-4472.0,2,2,0,-1161.0,1,-4529,0,0,1,0,1,1,-464.0,0.7886807751817684,0.5858586300023704,0.5349985744410304,1,0,0,0,0.4583,0.4583,0.4583,1,1,238500.0,0.022625,0.4,0.4
162,0,-21819,-8355.0,2,2,1,-2576.0,0,-4474,0,0,1,0,1,0,-8440.0,0.5226973172821112,0.6887921778530354,,1,1,0,0,0.1667,0.1667,0.1667,1,1,454500.0,0.030755,0.0,0.0
163,1,-7989,-150.0,2,2,0,-122.0,0,-646,1,1,1,0,0,0,-2570.0,0.5136937663039473,0.0862529149111319,,0,1,0,0,,,,0,0,225000.0,0.018801,,
164,0,-17879,-940.0,3,3,0,-2553.0,0,-1441,0,1,1,0,0,0,-2294.0,0.5082869913916046,0.7488544429116339,0.7311052466018223,0,1,0,0,0.1667,0.1667,0.1667,1,1,225000.0,0.020246,0.0,0.0
165,0,-12805,-5258.0,3,3,1,-215.0,0,-3884,0,0,1,0,0,1,-3262.0,0.1929422277169508,0.1117667170159572,0.4348784763127847,1,1,0,0,0.1667,0.1667,0.1667,1,1,315000.0,0.020246,0.0,0.0
166,0,-10887,-341.0,2,2,0,-114.0,1,-2828,1,0,1,0,0,0,-5333.0,0.7490217048463391,0.5477730476270279,0.3563551035088492,1,0,0,0,,,,0,0,202500.0,0.030755,,
167,0,-11568,-2331.0,3,3,1,-1606.0,0,-824,0,0,1,0,1,0,-1082.0,0.3031463744186309,0.593340422792271,0.5925473429253104,1,1,0,0,0.25,0.25,0.1667,1,1,675000.0,0.018029,,
168,0,-12019,-1148.0,2,2,1,-2575.0,0,-2588,0,1,1,0,1,0,-682.0,,0.4722858229404335,0.7217605119102734,0,1,0,0,0.1667,0.1667,0.1667,1,1,450000.0,0.003813,0.0,0.0
169,0,-13116,-1786.0,2,2,1,0.0,1,-3168,0,1,1,0,1,0,-7237.0,0.6397075677637197,0.7489161279000881,,0,0,0,0,0.1667,0.1667,0.1667,1,1,531000.0,0.028663,0.0,0.0
170,0,-20858,-472.0,2,2,1,-738.0,0,-4411,1,1,1,0,1,0,-8167.0,0.2764406945454034,0.7044244680571375,,0,1,0,0,0.1667,0.1667,0.1667,1,1,225000.0,0.022625,0.0,0.0
171,0,-16891,-2730.0,2,2,1,-332.0,0,-434,0,1,1,0,0,0,-7519.0,0.6940926425266661,0.640040616163284,,0,1,0,0,0.1667,0.1667,0.1667,1,1,450000.0,0.026392,0.0,0.0
172,0,-12147,-2178.0,2,2,0,-1754.0,0,-1719,0,0,1,0,1,0,-6189.0,0.3506958432829587,0.6015603738443187,0.7649171875783758,1,1,0,0,,,,0,0,675000.0,0.035792,,
173,0,-22994,,2,2,0,-632.0,0,-4078,0,1,0,0,0,0,-9705.0,0.2692857999073816,0.1219059405425988,,0,1,1,1,,,,0,0,112500.0,0.019101,,
174,0,-25104,,2,2,0,-2.0,0,-4210,0,1,0,0,0,0,-4182.0,0.5442347412142162,0.6405140556837132,,0,1,1,1,0.0,0.0,0.0,1,0,112500.0,0.010276,,
175,0,-19525,,2,2,0,-7.0,0,-1589,0,1,0,0,1,0,-5077.0,0.5406544504453575,0.1715351212035425,,0,1,1,1,,,,0,0,454500.0,0.009334,,
176,0,-18302,-1373.0,3,3,1,-1111.0,0,-1210,0,1,1,0,1,1,-10539.0,0.5495965024956946,0.0462155273798622,,0,1,0,0,0.1667,0.1667,0.1667,1,1,675000.0,0.018209,0.0,0.0
177,0,-12027,-1720.0,2,2,0,0.0,1,-4420,1,1,1,0,0,0,-3867.0,,0.1642589058565359,,0,0,0,0,,,,0,0,252000.0,0.0228,,
178,0,-16518,-3592.0,2,2,1,-2709.0,0,-44,0,1,1,0,1,0,-3627.0,0.5937175866150576,0.6717825437089173,,0,1,0,0,,,,0,0,585000.0,0.01885,,
179,0,-12648,-2802.0,2,2,0,-1127.0,1,-4594,0,1,1,0,1,1,-2109.0,0.7062051096536562,0.6344549499357989,0.3427122104865105,0,0,0,0,0.1667,0.1667,0.1667,1,1,675000.0,0.007114,0.0,0.0
180,1,-15326,-1038.0,2,2,0,-429.0,1,-792,0,0,1,0,0,0,-782.0,0.5064842396679806,0.3721102589242765,,1,0,0,0,,,,0,0,540000.0,0.02461,,
181,0,-16475,-17.0,2,2,1,-1488.0,0,-25,0,0,1,0,1,0,-1225.0,0.7449321846094795,0.6219784526230758,,1,1,0,0,0.3333,0.3333,0.3333,1,1,666000.0,0.005313,0.12,0.12
182,0,-14033,-328.0,2,2,0,-534.0,1,-554,1,1,1,1,1,0,-544.0,0.3077366963789207,0.5750860506591902,,0,0,0,0,0.3333,0.3333,0.3333,1,1,675000.0,0.006233,0.08,0.08
183,0,-13873,-1282.0,2,2,1,-2690.0,0,-5042,0,1,1,0,1,1,-632.0,0.5814837058057234,0.4953660887502677,0.5497171405900174,0,1,0,0,0.1667,0.1667,0.1667,1,1,225000.0,0.031329,0.0,0.0
184,1,-10127,-111.0,1,1,0,-130.0,0,-337,0,0,1,0,1,0,-1724.0,,0.5002314931327102,,1,1,0,0,,,,1,0,360000.0,0.032561,,
185,0,-21703,,2,2,0,-2028.0,0,-4980,0,1,0,0,0,0,-9849.0,0.6413682574954046,0.2653117484731741,,0,1,1,1,0.125,0.125,0.125,1,1,180000.0,0.025164,0.0,0.0
186,0,-19785,-9919.0,3,3,1,-1.0,0,-3310,0,1,1,0,1,0,-9342.0,,0.7094531689636673,0.6200196960355097,0,1,0,0,0.3333,0.3333,0.3333,1,1,67500.0,0.018209,0.2,0.2
187,0,-13620,-1403.0,2,2,1,-252.0,0,-4225,0,1,1,0,1,1,-5451.0,0.4276573700350293,0.3914359469034673,0.5216328501389592,0,1,0,0,0.0417,0.0417,0.0417,1,1,225000.0,0.00496,,
188,0,-13210,-225.0,1,1,0,-382.0,1,-4397,0,0,1,0,0,0,-7318.0,0.3376727217405312,0.7494092451416423,0.667166655817305,1,0,0,0,,,,1,1,765000.0,0.072508,,
189,0,-11177,-1514.0,1,1,0,-926.0,1,-2793,0,0,1,0,1,0,-64.0,,0.6933579251678945,0.3800918342678742,1,0,0,0,0.9583,0.9583,0.9583,1,1,2250000.0,0.032561,0.52,0.52
190,0,-14823,-185.0,2,2,0,-1898.0,0,-4138,0,0,1,0,1,0,-1147.0,0.6075573001388961,0.6263387445759298,,1,1,0,0,0.1667,0.1667,0.1667,1,1,909000.0,0.0038179999999999,0.0,0.0
191,0,-23656,-11883.0,2,2,0,-584.0,0,-4681,0,1,1,0,1,0,-7125.0,0.7366226976503176,0.5924589685675292,,0,1,0,0,0.1667,0.1667,0.1667,1,1,630000.0,0.006629,0.0,0.0
192,0,-14091,-5664.0,2,2,0,0.0,0,-2462,0,1,1,0,1,0,-8127.0,0.3441550073724169,0.5986321123746743,,0,1,0,0,0.3333,0.3333,0.3333,1,1,900000.0,0.0196889999999999,0.08,0.08
193,0,-14144,-4516.0,2,2,0,-1450.0,1,-4616,1,1,1,0,1,0,-1516.0,0.6347055309763198,0.7221783702089665,,0,0,0,0,,,,0,0,720000.0,0.030755,,
194,0,-13584,-680.0,2,2,1,0.0,0,-2097,0,1,1,0,0,0,-350.0,,0.6365722494978974,0.3941632655162739,0,1,0,0,0.3054,0.375,0.375,1,1,270000.0,0.0096569999999999,0.0932,0.12
195,0,-10010,-240.0,2,2,1,-964.0,1,-2680,1,0,1,1,1,0,-4629.0,0.2970866116472028,0.6348960636020012,0.4129435398173111,1,0,0,0,,,,0,0,900000.0,0.006207,,
196,0,-13957,-410.0,2,2,0,-317.0,0,-4630,0,1,1,0,1,1,-5038.0,0.4258928980051529,0.4088706121454352,0.7410963179186301,0,1,0,0,0.1667,0.1667,0.1667,1,1,1102500.0,0.0096569999999999,0.0,0.0
197,0,-17947,-5025.0,2,2,1,-122.0,0,-1505,0,1,1,0,1,0,-11812.0,0.7597121819739279,0.6410123825293345,,0,1,0,0,,,,0,0,454500.0,0.010147,,
198,0,-19070,-837.0,2,2,1,-481.0,0,-2595,0,1,1,0,0,0,-6789.0,0.180887977767074,0.3715433102138179,0.6215554079882224,0,1,0,0,,,,0,0,405000.0,0.0084739999999999,,
199,0,-17850,-2899.0,2,2,0,0.0,1,-1400,1,1,1,0,0,0,-2880.0,0.8327850252992314,0.4973012633185316,,0,0,0,0,0.125,0.125,0.0417,1,1,787500.0,0.018634,0.0,0.0
200,0,-18341,-701.0,2,2,1,-2071.0,0,-1876,0,1,1,0,1,0,-9730.0,0.6092756673894402,0.2015836822864006,,0,1,0,0,0.1667,0.1667,0.1667,1,1,607500.0,0.010966,0.0,0.0
201,0,-16614,-551.0,3,3,1,0.0,0,-166,0,1,1,0,0,0,-6098.0,0.7165702448010511,0.5839260467408239,,0,1,0,0,0.1667,0.1667,0.1667,1,1,180000.0,0.003069,0.0,0.0
202,0,-15887,-468.0,2,2,1,-736.0,0,-3739,0,1,1,1,1,0,-4604.0,0.2188590822283744,0.505288174383516,,0,1,0,0,0.125,0.125,0.125,1,1,315000.0,0.016612,0.0,0.0
203,0,-23187,-1896.0,2,2,1,-149.0,1,-4265,1,1,1,0,0,1,-5213.0,,0.4306182973609284,,0,0,0,0,,,,0,0,270000.0,0.028663,,
204,0,-13803,-281.0,2,2,1,-533.0,0,-3215,1,1,1,1,1,0,-640.0,0.2176285202779586,0.5470362331184999,,0,1,0,0,0.0833,0.0833,0.0833,1,1,1125000.0,0.010966,0.0,0.0
205,0,-12994,-1330.0,2,2,0,-334.0,1,-1202,1,1,1,0,0,1,-2588.0,0.6545292802242897,0.6456336382884252,0.4372891777945847,0,0,0,0,,,,0,0,675000.0,0.035792,,
206,0,-20191,-1699.0,2,2,1,-1864.0,0,-3723,0,1,1,0,1,0,-6040.0,0.1309471529360181,0.7573276838423868,0.8530803639689652,0,1,0,0,,,,0,0,1354500.0,0.010147,,
207,0,-11978,-3947.0,2,3,1,-155.0,1,-4099,0,1,1,0,1,1,-6005.0,0.1214082861631216,0.628531689899611,0.2449031137305613,0,0,0,0,0.1875,0.1875,0.0,1,0,477000.0,0.018029,0.1,0.1
208,0,-20945,-7359.0,2,2,1,-2278.0,1,-4287,0,1,1,0,0,0,-7395.0,0.3807996826489149,0.7183142380543178,,0,0,0,0,,,,0,0,90000.0,0.005144,,
209,0,-9720,-573.0,2,2,1,-1197.0,1,-2193,1,0,1,0,1,1,-689.0,0.4543210601605785,0.3940749254999855,,1,0,0,0,,,,0,0,135000.0,0.028663,,
210,0,-17103,-5021.0,2,2,1,0.0,1,-647,0,1,1,0,1,1,-221.0,0.7421816117614419,0.1035702527837697,0.4050977259902663,0,0,0,0,0.1667,0.1667,0.1667,1,1,405000.0,0.010006,0.0,0.0
211,1,-12824,-154.0,2,2,1,-309.0,0,-126,0,1,1,0,1,1,-6764.0,0.2431864804420123,0.044020822931951,,0,1,0,0,0.1667,0.1667,0.1667,1,1,427500.0,0.008019,0.0,0.0
212,0,-19914,-3408.0,2,2,1,-1498.0,0,-3444,1,1,1,0,1,1,-7647.0,0.1963339662134567,0.6577836105245277,0.5824923923697667,0,1,0,0,,,,0,0,306000.0,0.010147,,
213,0,-22389,,3,3,0,-1386.0,0,-4884,0,1,0,0,0,0,-12314.0,0.4561097392782771,0.2234945061552079,,0,1,1,1,0.0417,0.0417,0.0417,1,1,675000.0,0.007305,,
214,0,-15293,-5317.0,3,3,1,-1655.0,0,-4753,1,1,1,0,1,1,-4699.0,0.5190973382084597,0.0934453265892372,0.6364982706931857,0,1,0,0,0.0833,0.0833,0.0833,1,0,67500.0,0.0105,0.0,0.0
215,0,-11259,-164.0,2,2,1,-1203.0,0,-3951,0,1,1,0,1,1,-808.0,0.6212263380626669,0.2954329912505275,,0,1,0,0,,,,0,0,90000.0,0.010966,,
216,0,-19530,-1940.0,2,2,1,-1424.0,1,-3060,1,1,1,0,1,0,-7092.0,,0.5810223448295264,0.6904366778886438,0,0,0,0,,,,0,0,270000.0,0.025164,,
217,0,-17715,-1256.0,2,2,1,-470.0,0,-1238,0,1,1,0,1,0,-5284.0,,0.6709671766393199,,0,1,0,0,0.3333,0.3333,0.3333,1,1,454500.0,0.006629,0.2,0.2
218,0,-21646,-2127.0,1,1,0,-307.0,1,-4264,0,0,1,0,1,0,-381.0,0.511891801533151,0.7504426912158406,0.7177613510252534,1,0,0,0,0.1667,0.1667,0.1667,1,0,900000.0,0.04622,,
219,0,-15377,-4398.0,1,1,1,-567.0,1,-5046,0,1,1,0,0,1,-34.0,0.4206109640437848,0.6118859962683346,0.5937099435585541,0,0,0,0,,,,0,0,720000.0,0.04622,,
220,0,-23090,,2,2,0,-2568.0,0,-2979,0,1,0,0,1,0,-7062.0,0.7309873696832169,0.5187008727721591,,0,1,1,1,,,,0,0,270000.0,0.018634,,
221,0,-16273,-1605.0,2,2,1,-364.0,0,-1092,0,1,1,0,1,0,-939.0,,0.2338648947760501,,0,1,0,0,0.1667,0.1667,0.1667,1,1,81000.0,0.025164,0.0,0.0
222,0,-20672,,3,3,0,-1838.0,1,-3299,0,1,0,0,1,0,-3315.0,0.3791004853998145,0.3791620413147299,,0,0,1,1,,,,0,0,427500.0,0.018209,,
223,0,-10038,-1746.0,1,1,1,-770.0,1,-2723,1,0,1,0,1,0,-4742.0,0.4776491548517548,0.7057703891585944,,1,0,0,0,0.1667,0.1667,0.1667,1,1,180000.0,0.0116569999999999,0.0,0.0
224,0,-14974,-2389.0,2,2,0,-2649.0,0,-4099,1,1,1,0,1,1,-7478.0,0.5424451438613613,0.5080921823639696,,0,1,0,0,0.0833,0.0833,0.0833,1,1,522000.0,0.026392,0.0,0.0
225,0,-13640,-3339.0,2,2,1,-830.0,1,-5525,1,1,1,1,1,0,-3522.0,0.520897599048938,0.6904584635520693,0.11868428045348,0,0,0,0,,,,0,0,1575000.0,0.008625,,
226,0,-23456,,2,2,0,-2255.0,0,-4483,0,0,0,0,1,0,-2267.0,0.2707073872651806,0.2353137627595652,0.7708144989999743,1,1,1,1,0.1667,0.1667,0.1667,1,1,585000.0,0.009549,0.0,0.0
227,0,-23037,,3,3,0,-2435.0,0,-4082,0,0,0,0,1,0,-2017.0,0.6956219298394389,0.3051502285076308,,1,1,1,1,,,,0,0,1215000.0,0.018209,,
228,0,-8302,-278.0,2,2,0,-800.0,0,-959,0,1,1,0,1,0,-1219.0,0.3944954053123993,0.5777182931688097,0.3891381501043357,0,1,0,0,0.125,0.125,0.125,1,1,585000.0,0.0196889999999999,0.0,0.0
229,0,-18810,-995.0,1,1,0,-1388.0,0,-2290,0,1,1,0,1,0,-9761.0,0.7136313997323308,0.6958165307388609,,0,1,0,0,0.1667,0.1667,0.1667,1,1,900000.0,0.032561,0.0,0.0
230,0,-13685,-3281.0,2,2,0,-330.0,1,-4477,0,0,1,0,1,0,-7727.0,0.6313545365850379,0.6815374524920329,,1,0,0,0,0.3333,0.3333,0.3333,1,1,675000.0,0.026392,0.2,0.2
231,0,-10571,-1028.0,2,2,1,-2206.0,0,-1899,0,1,1,0,1,1,-643.0,0.2250868621163805,0.6466885821859959,0.1010452702762866,0,1,0,0,,,,0,0,225000.0,0.014464,,
232,0,-11180,-1313.0,2,2,0,-177.0,1,-3699,1,1,1,1,1,1,-4774.0,0.4489622731076524,0.2858978721410488,,0,0,0,0,,,,0,0,369000.0,0.010276,,
233,0,-21497,,1,1,0,-2124.0,0,-4288,0,0,0,0,0,0,-14502.0,0.7503751495159068,0.7140560925710472,,1,1,1,1,,,,0,0,337500.0,0.032561,,
234,0,-9135,-460.0,1,2,1,-70.0,0,-1815,0,1,1,0,0,0,-1219.0,0.1830351672178103,0.1952575702271164,,0,1,0,0,0.2917,0.2917,0.2917,1,1,180000.0,0.010006,0.08,0.08
235,1,-23127,-9274.0,2,2,1,-1246.0,0,-4173,0,1,1,0,0,0,-817.0,,0.1263320626915722,,0,1,0,0,,,,1,1,1710000.0,0.004849,,
236,0,-15612,-1106.0,2,2,1,-2263.0,1,-4018,0,1,1,0,0,0,-8060.0,0.8004513396487078,0.6984528683753916,0.6529430442014209,0,0,0,0,0.3333,0.3333,0.3333,1,1,1305000.0,0.026392,0.24,0.24
237,0,-23650,,2,2,0,-1563.0,0,-4923,0,1,0,0,0,0,-11380.0,0.7209441499436497,0.7319070919171349,,0,1,1,1,,,,0,0,540000.0,0.019101,,
238,0,-12246,-1787.0,2,2,1,0.0,0,-4898,0,1,1,0,1,0,-1002.0,,0.2168492990482221,0.5317997603166565,0,1,0,0,0.1667,0.1667,0.1667,1,1,450000.0,0.025164,0.0,0.0
239,0,-21812,,2,2,0,-318.0,1,-5030,0,1,0,0,0,0,-12539.0,,0.5745141843911776,0.8567401196690122,0,0,1,1,0.0833,0.0833,0.0833,1,1,315000.0,0.0060079999999999,0.0,0.0
240,0,-23946,,1,1,0,-975.0,1,-3948,0,1,0,0,0,0,-6935.0,0.5280927512030451,0.4586845685086158,,0,0,1,1,0.3333,0.3333,0.3333,1,1,225000.0,0.072508,0.32,0.32
241,0,-17957,-4942.0,2,2,0,-1631.0,0,-1478,0,1,1,0,1,0,-7868.0,0.622922000268356,0.6609074073182916,,0,1,0,0,0.0417,0.0417,0.0417,1,1,675000.0,0.025164,0.0,0.0
242,1,-9157,-146.0,2,2,0,-64.0,0,-1822,0,0,1,0,0,0,-2926.0,,0.5232303868528839,,1,1,0,0,,,,1,0,135000.0,0.018801,,
243,0,-12585,-870.0,2,2,0,-914.0,0,-4734,0,1,1,0,1,0,-6120.0,0.8327850252992314,0.6535724567257833,,0,1,0,0,0.1667,0.1667,0.1667,1,1,747000.0,0.026392,0.0,0.0
244,0,-14445,-3218.0,2,2,1,0.0,1,-5186,0,0,1,0,1,1,-5173.0,0.7583930617144343,0.3282689967736757,0.6924545824414103,1,0,0,0,,,,0,0,675000.0,0.015221,,
245,0,-10755,-1185.0,2,2,1,0.0,0,-3443,1,1,1,1,0,0,-765.0,,0.4354125753011015,,0,1,0,0,,,,0,0,180000.0,0.028663,,
246,1,-17847,-448.0,2,2,1,-238.0,1,-1381,0,1,1,0,1,0,-3595.0,,0.7109249275557172,,0,0,0,0,,,,0,0,238500.0,0.014464,,
247,0,-24891,,2,2,0,-648.0,0,-2019,0,0,0,0,1,0,-2120.0,,0.6555304997519134,,1,1,1,1,0.3333,0.3333,0.3333,1,1,225000.0,0.026392,0.2,0.2
248,0,-9907,-648.0,2,2,1,-425.0,0,-2567,1,1,1,0,1,1,-5628.0,,0.5971811044818364,0.2375323595509142,0,1,0,0,0.1667,0.1667,0.1667,1,1,450000.0,0.010032,0.0,0.0
249,0,-14811,-7668.0,2,2,1,-669.0,1,-4268,0,0,1,0,1,0,-1761.0,0.6971469077844458,0.6587035208707981,0.6451510088256213,1,0,0,0,0.3333,0.3333,0.3333,1,1,454500.0,0.022625,0.44,0.44
